Trait,Stratum,Feature,Total width (bp),Proportion of SNPs,Coefficient,Coefficient_std_error,Coefficient_z-score,Coefficient_p,Coefficient_holm,Proportion of h2,Proportion of h2 standard error,Enrichment,Enrichment_std_error
Cigarettes per day,Brain-linked (non-sig),Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,1.5977843544110504e-7,9.886820152798949e-8,1.61607506732963,0.05303904205177384,1,0.03658347084463885,0.0223734857894274,9.52172594530947,5.8232364291761245
College attainment,Brain-linked (sig),Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,-1.0520409617064322e-9,4.157514028821176e-8,-0.025304567932022792,0.5100939847918743,1,0.0032712380962452896,0.013034070285135311,0.8514181933852268,3.3924294863659012
Conscientiousness,Brain-linked (non-sig),Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,-1.5948214585419836e-7,1.797315531699458e-7,-0.8873352677445537,0.812550788397844,1,-0.069520463023948,0.14590072254848824,-18.0943683368977,37.97416328344154
Coronary artery disease,Non-brain-linked,Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,-5.753940226932876e-8,7.945763521564022e-8,-0.7241519598862018,0.7655137760314776,1,-0.01232774279594294,0.025244000595734627,-3.2085908121108067,6.570356772778403
Crohns disease,Non-brain-linked,Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,-2.3067971777228714e-7,2.3253278404620956e-7,-0.9920309461673406,0.8394087851458577,1,-0.0061236927425688675,0.009998481558986649,-1.5938379470783892,2.602344694908931
Depressive symptoms,Brain-linked (sig),Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,-4.581333510435297e-9,3.882899708751689e-8,-0.11798742831573539,0.5469611904740448,1,6.883483655005145e-4,0.020870733024868846,0.17915917598502312,5.432108970317758
Epilepsy,Brain-linked (non-sig),Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,1.320013135859083e-7,1.1726236390569028e-7,1.1256920736483873,0.13014793997389942,1,0.02968276329477411,0.024273138140071662,7.725651253611127,6.317666527157063
Ever smoked,Brain-linked (sig),Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,8.047679563236835e-9,5.1856884085184345e-8,0.1551901874786202,0.43833569191365224,1,0.0025949888397556716,0.013517225091766267,0.6754081007847035,3.5181821159465123
Extraversion,Brain-linked (non-sig),Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,-8.034920129066494e-8,6.004170255776975e-8,-1.3382232326499424,0.9095881610758649,1,-0.2563596341902726,0.6698493574355965,-66.72374500948368,174.34436533454513
Focal epilepsy,Brain-linked (non-sig),Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,6.422349457314131e-8,1.2414228495670015e-7,0.5173377837820687,0.30246019134073643,1,0.02523314432626509,0.040429508696754976,6.56753116820096,10.52274956492874
Generalized epilepsy,Brain-linked (non-sig),Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,-8.359526910009303e-8,2.2373378857799046e-7,-0.3736372124720576,0.6456628778349214,1,-0.004928624089181315,0.019483547575231536,-1.2827926596667418,5.071060677692375
Height,Non-brain-linked,Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,-8.146094105559841e-8,1.1727198009391426e-7,-0.6946326052511649,0.756357213282532,1,-0.0010379544399316365,0.007492705893171943,-0.27015254410160894,1.9501564629164632
Intracarebral hemorrhage,Brain-linked (non-sig),Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,-1.2809773161905278e-6,1.165454528436716e-6,-1.0991225182408175,0.8641426854796219,1,-0.09339471647111186,0.13835565993542082,-24.308215553257913,36.01037972810519
IQ,Brain-linked (sig),Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,3.780940555366885e-8,6.70362807399933e-8,0.564014070236329,0.286372278270441,1,0.0058441320206466234,0.008529976472156225,1.5210755623795473,2.220131015800315
Ischemic stroke,Brain-linked (non-sig),Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,-5.6240793009046786e-8,1.2041353637412958e-7,-0.4670637098000713,0.6797728513891077,1,-0.019862138261691063,0.02959575624447407,-5.169597986446458,7.703005581422586
Major depressive disorder,Brain-linked (non-sig),Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,-3.997110167310219e-7,2.222831355511478e-7,-1.798206668895255,0.9639278684265328,1,-0.0742327865005854,0.05572039529848137,-19.320863572976826,14.502569639977184
Neuroticism,Brain-linked (sig),Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,-4.2985018847321445e-8,4.7650678449756903e-8,-0.9020861873487289,0.8164944571365473,1,-0.007692868556544352,0.010758841047367853,-2.0022535980737364,2.8002464932108957
Openness,Brain-linked (non-sig),Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,2.228626716161064e-7,2.3628845088773468e-7,0.9431805523241289,0.17279427951239856,1,0.04407834377091546,0.04842432856994107,11.472446430579764,12.603593237139998
PTSD,Brain-linked (non-sig),Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,-4.609976780102006e-7,2.483986049001022e-7,-1.8558786922156782,0.9682645746238591,1,0.06584715546694653,0.043338364435845836,17.138301920478714,11.279849056108448
Schizophrenia,Brain-linked (sig),Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,8.24145047058125e-8,1.0781483110014321e-7,0.7644078636014581,0.22231211204264767,1,0.004070316610074798,0.005220157113638039,1.0593975469512587,1.3586711233224376
Subjective well-being,Brain-linked (sig),Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,1.3226242942898558e-8,1.4082287307762558e-8,0.9392112697209264,0.17381114200012596,1,0.0174835626935167,0.015239422794272204,4.5505166314666035,3.9664253845128745
Years of education,Brain-linked (sig),Frontal_Cortex_BA9_CG-VMRs_subsetByOverlaps_DMRs,5428608,0.003842104998060815,3.3697862516319577e-9,1.9267582163321968e-8,0.1748940901389656,0.430581427045058,1,0.004287431855110403,0.013077539790796271,1.1159069981883247,3.403743468071997
ADHD,Brain-linked (sig),general_CG-DMRs,196870866,0.07240665467897671,5.5063288841926054e-8,1.7406630307804298e-8,3.1633514280611976,7.798196805098839e-4,0.048348820191612796,0.24554703165126163,0.047490510915390007,3.391221880639602,0.6558859973015558
Alzheimers disease,Brain-linked (non-sig),general_CG-DMRs,196870866,0.07240665467897671,-1.0365346957972216e-8,2.7762736561772398e-8,-0.3733546559759771,0.6455577486029329,1,0.027393694986390313,0.1360506541919268,0.37833117836811314,1.8789799749087033
Anorexia nervosa,Brain-linked (non-sig),general_CG-DMRs,196870866,0.07240665467897671,4.0607718678808834e-8,8.844481901318269e-8,0.4591305531730045,0.3230702086428291,1,0.15341056743711806,0.1262958555674299,2.1187357449019233,1.7442575703487089
Anxiety disorder,Brain-linked (non-sig),general_CG-DMRs,196870866,0.07240665467897671,3.1667092756564704e-8,6.164334701267289e-8,0.5137146876540376,0.3037257407703897,1,0.379344922055154,0.3083417372498844,5.239089193348645,4.2584723547435415
Autism spectrum disorder,Brain-linked (non-sig),general_CG-DMRs,196870866,0.07240665467897671,1.9504815388447198e-7,1.0266126729567539e-7,1.8999195998887537,0.028721835737768722,1,0.3239224852149771,0.09829137049734067,4.473656277190611,1.3574908402152654
Bipolar disorder,Brain-linked (non-sig),general_CG-DMRs,196870866,0.07240665467897671,2.0069275685850675e-7,9.43959074361089e-8,2.126074766475909,0.016748517306734635,0.9881625210973435,0.3589845286918709,0.11831637773033772,4.957894136712577,1.6340539174873785
BMI,Brain-linked (sig),general_CG-DMRs,196870866,0.07240665467897671,3.182906013863951e-8,1.3863562304365032e-8,2.2958788974907214,0.010841403322988366,0.6071185860873485,0.17919908564122214,0.03259820529690315,2.4748980109041363,0.4502100731131838
Childhood cognitive performance,Brain-linked (non-sig),general_CG-DMRs,196870866,0.07240665467897671,1.1674600896139401e-7,7.206080572695463e-8,1.6201041298893597,0.05260495521483335,1,0.31690302661185943,0.16412382317055146,4.376711339819326,2.2666952906222977
Cigarettes per day,Brain-linked (non-sig),general_CG-DMRs,196870866,0.07240665467897671,1.0813684975858142e-8,3.3578319822576814e-8,0.3220436589143279,0.3737098099327252,1,0.13593024876235787,0.12220400390392902,1.8773170693359662,1.6877454765136524
College attainment,Brain-linked (sig),general_CG-DMRs,196870866,0.07240665467897671,5.513940612455096e-8,1.395744036321682e-8,3.9505385435759646,3.8987769360098014e-5,0.002534205008406371,0.424566714926734,0.08228934471142312,5.863642186054578,1.1364886981212219
Conscientiousness,Brain-linked (non-sig),general_CG-DMRs,196870866,0.07240665467897671,1.3553842801844634e-7,6.793174448704875e-8,1.9952148887371333,0.02300972393708375,1,1.3935201779052429,1.9638456311886048,19.245747287781434,27.12244668526038
Coronary artery disease,Non-brain-linked,general_CG-DMRs,196870866,0.07240665467897671,9.67902385046048e-9,3.0060211560211673e-8,0.32198788192401945,0.37373093743913366,1,0.2112617704368347,0.1459477934391562,2.9177120718183738,2.015668229477424
Crohns disease,Non-brain-linked,general_CG-DMRs,196870866,0.07240665467897671,-2.4090634527425474e-7,8.201023697787852e-8,-2.937515536496217,0.9983457320319632,1,-0.033505026368190645,0.06557332278618534,-0.46273407488219226,0.905625637269285
Depressive symptoms,Brain-linked (sig),general_CG-DMRs,196870866,0.07240665467897671,2.5595058382283953e-8,7.4421603599062e-9,3.4391973760971943,2.9172084357846585e-4,0.01896185483260028,0.34973863684172435,0.07677352278330164,4.830200185222354,1.0603103143445303
Epilepsy,Brain-linked (non-sig),general_CG-DMRs,196870866,0.07240665467897671,2.8887871594336634e-8,3.7617097638917554e-8,0.7679452538212327,0.22125985521093483,1,0.21500036007223058,0.1322720339856374,2.969345304315737,1.8267938847897445
Ever smoked,Brain-linked (sig),general_CG-DMRs,196870866,0.07240665467897671,4.15331063099474e-8,1.7612339255009934e-8,2.3581822782645445,0.009182336470583953,0.5249923646575355,0.29821275208028986,0.0816637636658322,4.118582102742498,1.1278488700782814
Extraversion,Brain-linked (non-sig),general_CG-DMRs,196870866,0.07240665467897671,1.2214149133227437e-8,1.9398711507929558e-8,0.6296371348290165,0.26446601084604593,1,0.795801245529987,1.6571428189977442,10.990719693628494,22.886609336460563
Focal epilepsy,Brain-linked (non-sig),general_CG-DMRs,196870866,0.07240665467897671,1.0866219862814165e-8,4.3646496101810275e-8,0.24895972949277548,0.40169596599177065,1,0.10445330302882522,0.25074379324937374,1.4425925834017748,3.462993758806775
Generalized epilepsy,Brain-linked (non-sig),general_CG-DMRs,196870866,0.07240665467897671,7.906995512258663e-8,7.202652738571308e-8,1.097789356123681,0.1361482401569741,1,0.2071491074427605,0.10113989833515914,2.860912555084613,1.3968315313499098
Height,Non-brain-linked,general_CG-DMRs,196870866,0.07240665467897671,-1.4648509489279565e-7,2.9633541419718267e-8,-4.943219334403412,0.9999996157852626,1,-0.0034323888407621003,0.030277500886359734,-0.047404328455443685,0.41815909077140134
Intracarebral hemorrhage,Brain-linked (non-sig),general_CG-DMRs,196870866,0.07240665467897671,7.793672078848243e-8,3.7609173658702345e-7,0.2072279532003191,0.4179159188053786,1,0.2621268978050957,0.4809551370383052,3.620204509754879,6.642416213960934
IQ,Brain-linked (sig),general_CG-DMRs,196870866,0.07240665467897671,1.1564834947678549e-7,2.0553678462376158e-8,5.626649735154788,9.187164695238015e-9,5.97165705190471e-7,0.36108220669965213,0.04564611378316174,4.9868649269953425,0.6304132401301934
Ischemic stroke,Brain-linked (non-sig),general_CG-DMRs,196870866,0.07240665467897671,-4.7267710967776194e-8,3.892235602092427e-8,-1.2144103235262929,0.8877044624117119,1,-0.0016217812464127124,0.15460334962832858,-0.022398234714793377,2.1352091228876744
Major depressive disorder,Brain-linked (non-sig),general_CG-DMRs,196870866,0.07240665467897671,1.1218222806119908e-7,7.174530898441225e-8,1.5636176030069417,0.058953699209430076,1,0.43648481824119856,0.2805150800216334,6.028241743475162,3.874161584530172
Neuroticism,Brain-linked (sig),general_CG-DMRs,196870866,0.07240665467897671,5.4862536361126056e-8,1.543481672999391e-8,3.5544663290049767,1.8937350245862056e-4,0.011930530654893095,0.31004772688219845,0.047321236694306885,4.282033581814144,0.6535481704563078
Openness,Brain-linked (non-sig),general_CG-DMRs,196870866,0.07240665467897671,1.4132496959203958e-7,6.530438008497455e-8,2.1640963348575775,0.01522847837549407,0.9898510944071146,0.6732833904317895,0.34097567417801006,9.298639654281356,4.709175913315775
PTSD,Brain-linked (non-sig),general_CG-DMRs,196870866,0.07240665467897671,1.3918129196293204e-8,8.760820737006164e-8,0.15886786882309212,0.4368864880538148,1,-0.008282717385930116,0.2208974288138109,-0.11439165947732985,3.050789044089735
Schizophrenia,Brain-linked (sig),general_CG-DMRs,196870866,0.07240665467897671,2.90074276252238e-7,4.340920175782062e-8,6.682322284352489,1.1759254440815067e-11,7.290737753305341e-10,0.335978446854065,0.035039467041985024,4.640159780115024,0.4839260589698082
Subjective well-being,Brain-linked (sig),general_CG-DMRs,196870866,0.07240665467897671,1.0800217077677916e-8,4.50177210207678e-9,2.39910347142973,0.008217634873516236,0.48484045753745797,0.331435345734593,0.08731984278673795,4.577415531818864,1.2059643298517324
Years of education,Brain-linked (sig),general_CG-DMRs,196870866,0.07240665467897671,1.6131993683018404e-8,5.6766098154090065e-9,2.841835921015486,0.0022427284941489547,0.14129189513138415,0.3310934570181495,0.06897503387269999,4.57269374598358,0.9526062787807114
ADHD,Brain-linked (sig),general_CH-DMRs,1016894079,0.38438964357609245,5.784346761676977e-9,4.918418758916424e-9,1.1760582100071784,0.11978580792941017,1,0.4830546581343545,0.044925769551653096,1.2566796900154535,0.11687559824373818
Alzheimers disease,Brain-linked (non-sig),general_CH-DMRs,1016894079,0.38438964357609245,4.614034866470791e-10,6.461568361043102e-9,0.07140735203373967,0.47153677923601606,1,0.27764538675138756,0.1165742125955497,0.7223019438514758,0.3032709505673065
Anorexia nervosa,Brain-linked (non-sig),general_CH-DMRs,1016894079,0.38438964357609245,5.825150302413892e-9,2.5697719713720674e-8,0.2266796574679618,0.41033642318953917,1,0.4621509011399938,0.1286759168143705,1.2022980037663475,0.33475385969627003
Anxiety disorder,Brain-linked (non-sig),general_CH-DMRs,1016894079,0.38438964357609245,6.975252874456757e-9,1.711158680313331e-8,0.407633316226378,0.34177145046156343,1,0.556139298101124,0.2653134326002266,1.4468113472756259,0.6902200333285152
Autism spectrum disorder,Brain-linked (non-sig),general_CH-DMRs,1016894079,0.38438964357609245,4.033288552658419e-8,2.5614700047087685e-8,1.5745991736167109,0.057674496865376956,1,0.6293641470010457,0.09571467943695691,1.6373077618478005,0.24900431381682
Bipolar disorder,Brain-linked (non-sig),general_CH-DMRs,1016894079,0.38438964357609245,-5.7901471801105734e-8,2.1605603608441717e-8,-2.679928450528572,0.9963181050903799,1,0.1991927941446329,0.09699772362600055,0.5182054133703563,0.2523421877957001
BMI,Brain-linked (sig),general_CH-DMRs,1016894079,0.38438964357609245,9.364120923773213e-10,4.266284827471156e-9,0.2194912272025636,0.41313370647104297,1,0.4468524056302488,0.03321562604884989,1.1624985560824337,0.08641134485267327
Childhood cognitive performance,Brain-linked (non-sig),general_CH-DMRs,1016894079,0.38438964357609245,-1.2435024909343678e-8,1.8798194412736768e-8,-0.6615010269772661,0.7458544718844813,1,0.34028889611945695,0.1304369035810673,0.8852707189341705,0.33933511415025014
Cigarettes per day,Brain-linked (non-sig),general_CH-DMRs,1016894079,0.38438964357609245,2.270704543078438e-9,8.727008375458559e-9,0.2601927768814733,0.3973575378248259,1,0.4747598965066596,0.1054793293164915,1.2351006444654062,0.2744073132022642
College attainment,Brain-linked (sig),general_CH-DMRs,1016894079,0.38438964357609245,-1.029463411079503e-9,3.1830482427423445e-9,-0.3234206121213457,0.626811639287253,1,0.40052561301243383,0.059426064044570404,1.041978158636699,0.15459850450629173
Conscientiousness,Brain-linked (non-sig),general_CH-DMRs,1016894079,0.38438964357609245,3.6278727144758314e-8,2.0391918439950185e-8,1.779073766482117,0.03761383447949917,1,1.6156279862740923,1.634888964870416,4.2030996757441725,4.253207629790834
Coronary artery disease,Non-brain-linked,general_CH-DMRs,1016894079,0.38438964357609245,3.364166321342684e-9,5.077823030803009e-9,0.6625213799171479,0.2538185687523232,1,0.49898456958626514,0.08519731202437603,1.2981217832615406,0.22164309951683353
Crohns disease,Non-brain-linked,general_CH-DMRs,1016894079,0.38438964357609245,-2.8756255949562975e-8,2.4325071549341938e-8,-1.1821653182492247,0.8814299445084461,1,0.3590482819914755,0.06007336868355875,0.934073766012896,0.15628248494074434
Depressive symptoms,Brain-linked (sig),general_CH-DMRs,1016894079,0.38438964357609245,3.857449748878676e-9,2.6496192912416342e-9,1.4558505675247564,0.07271696665270745,1,0.56181644183238455,0.08003543031757497,1.4615805894395,0.2082143253730285
Epilepsy,Brain-linked (non-sig),general_CH-DMRs,1016894079,0.38438964357609245,-1.431018786650466e-8,9.537025425073361e-9,-1.500487544982568,0.9332559212984305,1,0.2796322777794614,0.12595592665197236,0.7274708943195197,0.32767773210580414
Ever smoked,Brain-linked (sig),general_CH-DMRs,1016894079,0.38438964357609245,1.24586917434691e-9,4.657486815301669e-9,0.2674981645151934,0.39454281360230953,1,0.4757145951119974,0.06986787438453264,1.2375843185739381,0.18176315504895188
Extraversion,Brain-linked (non-sig),general_CH-DMRs,1016894079,0.38438964357609245,7.639470933491657e-10,4.5741573560725734e-9,0.16701373255884225,0.43367962183498154,1,0.7527069334623138,0.9800064027963316,1.9581873394393636,2.5495130245420694
Focal epilepsy,Brain-linked (non-sig),general_CH-DMRs,1016894079,0.38438964357609245,-1.537927418329778e-8,1.0918114327331095e-8,-1.4086016799438668,0.9205235090812981,1,0.15645025488020559,0.2582259942973047,0.4070095474599727,0.6717818718916322
Generalized epilepsy,Brain-linked (non-sig),general_CH-DMRs,1016894079,0.38438964357609245,-6.397324116887186e-9,1.8991451860340324e-8,-0.3368528200967436,0.6318860735635368,1,0.3829780484902103,0.09295028604503729,0.9963276974042545,0.2418126700300581
Height,Non-brain-linked,general_CH-DMRs,1016894079,0.38438964357609245,-7.989319504677025e-9,8.169559642824692e-9,-0.9779375944325259,0.8359474050134537,1,0.3895081679000731,0.028550080778208947,1.013315978745841,0.07427380330177202
Intracarebral hemorrhage,Brain-linked (non-sig),general_CH-DMRs,1016894079,0.38438964357609245,4.562985883116292e-8,9.296337502690375e-8,0.49083694323659793,0.3117708892930465,1,0.6035927159935737,0.4001971237573853,1.57026269068586,1.0411235850014873
IQ,Brain-linked (sig),general_CH-DMRs,1016894079,0.38438964357609245,1.611404156537786e-8,5.998636345740624e-9,2.6862841213603077,0.0036125810439975115,0.17340389011188057,0.5705623401292865,0.04552860582030536,1.4843332791725956,0.11844389301631295
Ischemic stroke,Brain-linked (non-sig),general_CH-DMRs,1016894079,0.38438964357609245,4.449125089032372e-9,9.652968097462703e-9,0.46090746847094943,0.3224324966374683,1,0.6258956511803283,0.13736945604693046,1.6282843766482178,0.3573703359147273
Major depressive disorder,Brain-linked (non-sig),general_CH-DMRs,1016894079,0.38438964357609245,7.043340285659956e-9,1.8748183824531443e-8,0.3756812047278923,0.35357695625024754,1,0.43033989424506336,0.21835616896370555,1.1195408134347271,0.5680594485644109
Neuroticism,Brain-linked (sig),general_CH-DMRs,1016894079,0.38438964357609245,5.96875136312012e-9,3.2058818549036295e-9,1.8618126410336926,0.031314752027504854,1,0.5235342905896478,0.04287863228256864,1.3619885429769931,0.11154991555874355
Openness,Brain-linked (non-sig),general_CH-DMRs,1016894079,0.38438964357609245,1.0591552045481837e-8,1.8692723293498106e-8,0.5666136431370542,0.2854883518375264,1,0.5990247243940052,0.2351777367690716,1.5583789376349948,0.6118212098045681
PTSD,Brain-linked (non-sig),general_CH-DMRs,1016894079,0.38438964357609245,-5.356540587894645e-8,2.3314646081708398e-8,-2.297500279061556,0.9892048764172219,1,0.8650962396416153,0.2677566026210721,2.250571143367352,0.6965760058727178
Schizophrenia,Brain-linked (sig),general_CH-DMRs,1016894079,0.38438964357609245,2.1306647902235036e-9,9.014509429618443e-9,0.23635948321523784,0.406576866622957,1,0.4253727699451079,0.024043801694277573,1.1066187059248973,0.0625505970207492
Subjective well-being,Brain-linked (sig),general_CH-DMRs,1016894079,0.38438964357609245,5.784546062900101e-10,1.3385665000732594e-9,0.43214484021402855,0.3328180732654341,1,0.4967741829206093,0.08544719473181,1.2923714028790414,0.22229317610346902
Years of education,Brain-linked (sig),general_CH-DMRs,1016894079,0.38438964357609245,1.770189845989361e-10,1.3496110344353339e-9,0.1311629647967419,0.4478231963054105,1,0.45068949511861844,0.050349262034309304,1.17248084762565,0.13098495985972716
ADHD,Brain-linked (sig),HC1_CG-VMRs,28811413,0.013967673531885744,6.296569765192401e-8,3.886061811251933e-8,1.6202958344514595,0.052584371650158085,1,0.04966694577868352,0.022000545680432693,3.5558495597210666,1.5751045175998217
Alzheimers disease,Brain-linked (non-sig),HC1_CG-VMRs,28811413,0.013967673531885744,-6.659495517708785e-9,7.380695461045733e-8,-0.09022856386443066,0.5359472068920783,1,0.012203910349393103,0.07695479485224634,0.8737253431313182,5.50949266365455
Anorexia nervosa,Brain-linked (non-sig),HC1_CG-VMRs,28811413,0.013967673531885744,-1.0269597170063536e-7,1.8060720409281585e-7,-0.5686150351336975,0.7151912904081605,1,-0.026328237867938083,0.060988311289013795,-1.8849408104961318,4.366390089930739
Anxiety disorder,Brain-linked (non-sig),HC1_CG-VMRs,28811413,0.013967673531885744,-1.8120385466452603e-8,1.47153288510069e-7,-0.12313952103906065,0.5490016919258055,1,0.010649887312371445,0.13911521542911212,0.7624667979287764,9.959798610093266
Autism spectrum disorder,Brain-linked (non-sig),HC1_CG-VMRs,28811413,0.013967673531885744,-2.4636150581180214e-7,1.9122589766312136e-7,-1.288327098068129,0.9011839379569883,1,-0.036920858272130444,0.04611446979295477,-2.643307648037922,3.3015140057278356
Bipolar disorder,Brain-linked (non-sig),HC1_CG-VMRs,28811413,0.013967673531885744,2.1685834262952018e-8,1.88370334469021e-7,0.1151234047764481,0.4541736544549792,1,0.029525828841851717,0.04633029173780546,2.1138687680843513,3.316965537033891
BMI,Brain-linked (sig),HC1_CG-VMRs,28811413,0.013967673531885744,1.5287722249091755e-8,2.2066859137356662e-8,0.6927910380871283,0.24422034857854624,1,0.02087536707052032,0.011636698767722067,1.494548610609027,0.8331164628925161
Childhood cognitive performance,Brain-linked (non-sig),HC1_CG-VMRs,28811413,0.013967673531885744,2.44679846843701e-7,1.5514502589467917e-7,1.5771040381907113,0.05738579410083694,1,0.11108450258526095,0.07121360562577335,7.952971003487056,5.098458627573533
Cigarettes per day,Brain-linked (non-sig),HC1_CG-VMRs,28811413,0.013967673531885744,1.4081645282063885e-7,6.351831789806149e-8,2.216942410953493,0.013313513559655469,0.8653783813776055,0.1237408793251357,0.05542624306497226,8.859090172938036,3.968180022137823
College attainment,Brain-linked (sig),HC1_CG-VMRs,28811413,0.013967673531885744,2.404275437542508e-8,2.5045498700530857e-8,0.9599630920871013,0.16853689529879876,1,0.049675345981906024,0.02866559134261505,3.556450962897002,2.052281024264817
Conscientiousness,Brain-linked (non-sig),HC1_CG-VMRs,28811413,0.013967673531885744,-8.001204825564378e-9,1.4582924051600728e-7,-0.054866944360764926,0.521877766614023,1,0.03444920989863806,0.26952122485306107,2.466352740848114,19.29607133484266
Coronary artery disease,Non-brain-linked,HC1_CG-VMRs,28811413,0.013967673531885744,-1.5710665741036323e-8,3.681704615157195e-8,-0.4267226022521509,0.6652093070558109,1,0.011062813545976307,0.040470787380414125,0.7920297908396734,2.897460861182532
Crohns disease,Non-brain-linked,HC1_CG-VMRs,28811413,0.013967673531885744,-2.144661739641033e-7,1.7257509314378942e-7,-1.2427411746225179,0.8930183870808353,1,-0.008834324907782258,0.02582062070308006,-0.6324836335568015,1.8485985260276967
Depressive symptoms,Brain-linked (sig),HC1_CG-VMRs,28811413,0.013967673531885744,-1.4162334442875199e-8,1.648179327284578e-8,-0.8592714523490622,0.8049046148202643,1,-0.007854151106101943,0.03188365797161665,-0.5623091840006352,2.282674913530293
Epilepsy,Brain-linked (non-sig),HC1_CG-VMRs,28811413,0.013967673531885744,8.210331626151074e-8,7.840325124526369e-8,1.0471927497582005,0.14750534425794787,1,0.0804380749534633,0.056494773071596935,5.75887421551179,4.044680235590365
Ever smoked,Brain-linked (sig),HC1_CG-VMRs,28811413,0.013967673531885744,3.5261436765468392e-9,3.8220724805918405e-8,0.09225737330865119,0.46324677752467613,1,0.01826365150485646,0.03600782802253018,1.307565749096566,2.577940266167493
Extraversion,Brain-linked (non-sig),HC1_CG-VMRs,28811413,0.013967673531885744,-2.059632950164775e-8,3.616971446030849e-8,-0.5694357782185291,0.7154697788680968,1,-0.20000296171680731,0.6118476921428856,-14.318988860975,43.80455275863549
Focal epilepsy,Brain-linked (non-sig),HC1_CG-VMRs,28811413,0.013967673531885744,4.7190169143023557e-8,9.678299497851728e-8,0.48758740265785594,0.31292106012745,1,0.06901302981724199,0.11533766383008312,4.940910858182457,8.257471336710978
Generalized epilepsy,Brain-linked (non-sig),HC1_CG-VMRs,28811413,0.013967673531885744,9.009975136193591e-8,1.4461905162390846e-7,0.6230143978280701,0.26663753023579906,1,0.040846819399021086,0.04365846202805154,2.9243824539408783,3.125678870456626
Height,Non-brain-linked,HC1_CG-VMRs,28811413,0.013967673531885744,-1.0071741943274285e-7,8.210724113857011e-8,-1.226656967596376,0.8900242260095603,1,0.0010993633760891918,0.018712439882845155,0.07870769413242215,1.3396962522160862
Intracarebral hemorrhage,Brain-linked (non-sig),HC1_CG-VMRs,28811413,0.013967673531885744,8.737676988048005e-8,8.299865845269343e-7,0.10527491830519406,0.4580788323288922,1,0.04471148361735672,0.2137479767175489,3.2010687760770082,15.303047871902205
IQ,Brain-linked (sig),HC1_CG-VMRs,28811413,0.013967673531885744,1.0563783955548763e-8,4.214858971792926e-8,0.25063196719616737,0.4010493320702619,1,0.020275804823855756,0.019510874640453958,1.4516236206100934,1.3968592977144019
Ischemic stroke,Brain-linked (non-sig),HC1_CG-VMRs,28811413,0.013967673531885744,-1.1304706781519946e-7,8.097035475879632e-8,-1.396153791742137,0.9186659059141847,1,-0.08143839233726734,0.07441260995408883,-5.830490822351897,5.327487772692991
Major depressive disorder,Brain-linked (non-sig),HC1_CG-VMRs,28811413,0.013967673531885744,-3.412095774268185e-7,1.6147542771164092e-7,-2.1130743064891746,0.9827027957909233,1,-0.22968803596815757,0.15827967200717621,-16.44425862645058,11.331856493198494
Neuroticism,Brain-linked (sig),HC1_CG-VMRs,28811413,0.013967673531885744,-8.902109208227288e-9,1.7980980733777318e-8,-0.49508474204105307,0.6897298481588392,1,0.007224642656491462,0.014855816560511048,0.5172402290187319,1.0635856090563565
Openness,Brain-linked (non-sig),HC1_CG-VMRs,28811413,0.013967673531885744,1.6923267194057565e-7,1.3638630403786066e-7,1.2408333309889892,0.10733366272307053,1,0.14686640344178725,0.11483837781485288,10.514736266316438,8.221725511603422
